train_loss,train_psnr,train_mse,val_loss,val_psnr,val_mse
0.0835451683262363,24.52361488342285,0.0038427349645644426,0.05560533951502293,27.999494552612305,0.002256918465718627
0.055246405594516546,25.981918334960938,0.0026167649775743484,0.05113206801470369,28.380979537963867,0.002075619762763381
0.052623809617944065,26.26943016052246,0.002463165670633316,0.04961224221624434,28.5598201751709,0.001996375387534499
0.051071539655094964,26.41815185546875,0.0023694736883044243,0.048512273305095735,28.775915145874023,0.001935047679580748
0.0502934226533398,26.519994735717773,0.0023189045023173094,0.048202180839143696,28.71982765197754,0.0019177936483174562
0.049582069524331016,26.611286163330078,0.0022755232639610767,0.04706452558748424,28.95706558227539,0.0018523093312978745
0.0489923155750148,26.669126510620117,0.002240389119833708,0.04706341427518055,28.953542709350586,0.001844365382567048
0.0486057770322077,26.73805046081543,0.002215613378211856,0.04636369333602488,29.049057006835938,0.0018230006098747253
0.048113598156487566,26.78956413269043,0.0021918301936239004,0.04630911098793149,29.116674423217773,0.0017985031008720398
0.047835461923386904,26.83180046081543,0.002173772780224681,0.04645784969907254,28.978046417236328,0.0018286382546648383
