train_loss,train_psnr,train_mse,val_loss,val_psnr,val_mse
0.036779248801758514,23.97016716003418,0.004338904749602079,0.028416696656495332,26.462011337280273,0.0031440574675798416
0.02569895476626698,26.067081451416016,0.0025975455064326525,0.025364922499284147,27.32758140563965,0.00264190137386322
0.024073376043816097,26.421051025390625,0.0023639302235096693,0.024719809682574125,27.549280166625977,0.002492103260010481
0.02348970518214628,26.60984230041504,0.002270881785079837,0.023886324279010294,27.796478271484375,0.0023798018228262663
0.023055428071529604,26.751806259155273,0.0022061001509428024,0.023582317732507362,27.88039207458496,0.0023562845308333635
0.022715003101620824,26.837650299072266,0.0021594164427369833,0.02325614711153321,27.995634078979492,0.0022813351824879646
0.02247337762673851,26.90424156188965,0.0021235125605016947,0.02304644216783345,28.078353881835938,0.0022424806375056505
0.022299519428634083,26.954191207885742,0.002096496056765318,0.022830443520797418,28.155216217041016,0.0022149307187646627
0.022133269940968602,27.011754989624023,0.0020719796884804964,0.022723160620080306,28.16650390625,0.002215741202235222
0.02193399104871787,27.084218978881836,0.00204679137095809,0.022598749864846467,28.227956771850586,0.00218702363781631
