train_loss,train_psnr,train_mse,val_loss,val_psnr,val_mse
0.03692960556945764,23.90437889099121,0.004450315609574318,0.02928078481927514,26.422718048095703,0.003117625368759036
0.02555996365554165,25.997882843017578,0.0026314561255276203,0.026478006225079297,27.212848663330078,0.0026687958743423223
0.023806244338629767,26.438520431518555,0.0023570323828607798,0.025489915412617848,27.494535446166992,0.002547361422330141
0.023070693790214137,26.7069091796875,0.0022380203008651733,0.02509074711124413,27.653106689453125,0.002468292834237218
0.02259137395012658,26.85384178161621,0.0021645224187523127,0.024799753387924284,27.75907325744629,0.002414578339084983
0.022280344850150867,26.946521759033203,0.0021170086693018675,0.024608317349338903,27.790964126586914,0.0024095838889479637
0.022049653012072668,27.008893966674805,0.002082926919683814,0.024307158996816725,27.90806007385254,0.0023676936980336905
0.021840450741001403,27.09494400024414,0.0020500882528722286,0.02419997023534961,27.957860946655273,0.0023458523210138083
0.021654268412385137,27.155242919921875,0.002023507608100772,0.02413342282525264,27.97208595275879,0.0023436599876731634
0.021519716837792656,27.194198608398438,0.002002064837142825,0.023945359571371228,28.039306640625,0.0023106250446289778
