train_loss,train_psnr,val_loss,val_psnr
0.008342517363780643,21.64357566833496,0.005558172310702503,22.77682113647461
0.005709523776022252,22.493867874145508,0.004659055799129419,23.55513572692871
0.00485803204428521,23.178913116455078,0.004278648909530602,23.939123153686523
0.004645679229724919,23.371150970458984,0.004187864149571396,24.04424285888672
0.004577996040461585,23.439138412475586,0.004182304308051244,24.05585289001465
0.004527078515820904,23.484703063964844,0.004128326376667246,24.112112045288086
0.004503876184753608,23.50566291809082,0.004120306496042758,24.115495681762695
0.004463735268655,23.55021095275879,0.0041605816659284756,24.07386016845703
0.004350426476594294,23.656679153442383,0.0037610260827932508,24.57201385498047
0.003849276192340767,24.21654510498047,0.0032512956619029864,25.301015853881836
