train_loss,train_psnr,val_loss,val_psnr
0.008386735516251066,21.563867568969727,0.007673611587961204,21.893266677856445
0.005842250488058198,22.380796432495117,0.005573945585638285,22.928565979003906
0.00497910033664084,23.073850631713867,0.004348294122610241,23.864587783813477
0.004684660305065336,23.3375301361084,0.0043949639308266345,23.842079162597656
0.004633118681522319,23.386268615722656,0.0042307171708671374,24.01382827758789
0.004588878442154965,23.42458152770996,0.004055838432395831,24.203100204467773
0.004525574715808034,23.485963821411133,0.004040295904269442,24.222314834594727
0.00447843008878408,23.531932830810547,0.004024390489212238,24.246845245361328
0.004447583769797347,23.558347702026367,0.0040309113857802,24.230735778808594
0.00444604251824785,23.564865112304688,0.004223514342447743,24.048879623413086
