train_loss,train_psnr,val_loss,val_psnr
0.004507183884561528,23.794631958007812,0.0024809700720652473,27.04659080505371
0.002724311322890571,25.790115356445312,0.0021502435676666208,27.938034057617188
0.002474228254141053,26.22051429748535,0.0020081936232600127,28.305017471313477
0.002366161004829337,26.421594619750977,0.0019338099908054573,28.5263614654541
0.0023010658031125788,26.5235538482666,0.0019093144630460302,28.64377784729004
0.00225909581167798,26.608118057250977,0.0018596268946566852,28.735029220581055
0.0022119955321613814,26.735126495361328,0.001843723780621076,28.80030632019043
0.002176786679228826,26.809101104736328,0.0018210871752671665,28.82747459411621
0.0021435162154375574,26.850576400756836,0.0017889284492412117,29.009902954101562
0.0021181860900469475,26.91839027404785,0.001768140302192478,29.078388214111328
