train_loss,train_psnr,val_loss,val_psnr
0.00834850101819029,21.896310806274414,0.005938478140160441,22.270112991333008
0.005755076960485894,22.4006290435791,0.005824331456096843,22.351486206054688
0.0057261124442447905,22.422666549682617,0.005742269998881966,22.412504196166992
0.005127490902668797,22.917211532592773,0.004942457535071299,23.219091415405273
0.004251885172561742,23.723093032836914,0.004147149735945277,23.82614517211914
0.004004648860427551,23.975608825683594,0.004038030034280382,23.94241714477539
0.003957393358723494,24.027315139770508,0.004061187748447992,23.919017791748047
0.003945901661063544,24.03982925415039,0.004057047760579735,23.92607307434082
0.003948858383955667,24.037002563476562,0.004001157006132417,23.98232650756836
0.003914130529301474,24.075061798095703,0.004084022273309529,23.902660369873047
